config_name,lwe_dimension,glwe_dimension,polynomial_size,lwe_noise_tag,lwe_gaussian_std,lwe_tuniform_bound_log2,glwe_noise_tag,glwe_gaussian_std,glwe_tuniform_bound_log2,pbs_base_log,pbs_level,ks_base_log,ks_level,message_modulus,carry_modulus,max_noise_level,log2_p_fail,modulus_power_of_2_exponent,encryption_key_choice,ms_tag,ms_modulus_switch_zeros_count,ms_bound,ms_r_sigma_factor,ms_input_variance
SHORTINT_V1_1_PARAM_MESSAGE_3_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.101,64,Big,1,2962,1.80144e+16,13.1139,4.21028e-09
SHORTINT_V1_1_PARAM_MESSAGE_3_CARRY_5_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.101,64,Big,1,2962,1.80144e+16,13.1139,4.21028e-09
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_0_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,16,1,1,-128.417,64,Big,1,1446,2.8823e+17,13.1305,3.4192e-07
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.042,64,Big,1,1451,1.44115e+17,13.1108,6.41911e-08
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_1_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.042,64,Big,1,1451,1.44115e+17,13.1108,6.41911e-08
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.322,64,Big,1,1455,7.20576e+16,13.1255,1.02614e-08
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_2_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.322,64,Big,1,1455,7.20576e+16,13.1255,1.02614e-08
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1058,1,16384,0,7.45191e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.079,64,Big,1,1458,3.60288e+16,13.1128,1.61891e-09
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_3_KS_PBS_GAUSSIAN_2M128,1058,1,16384,0,7.45191e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.079,64,Big,1,1458,3.60288e+16,13.1128,1.61891e-09
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.676,64,Big,1,2961,1.80144e+16,13.1441,4.18604e-09
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,65536,0,2.84527e-15,0,0,2.1684e-19,0,11,3,16,2,16,16,17,-273.01,64,Small,1,2923,1.80144e+16,19.2898,7.70214e-11
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_4_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.676,64,Big,1,2961,1.80144e+16,13.1441,4.18604e-09
SHORTINT_V1_1_PARAM_MESSAGE_4_CARRY_4_PBS_KS_GAUSSIAN_2M128,1267,1,65536,0,2.02402e-09,0,0,2.1684e-19,0,11,3,3,9,16,16,17,-129.799,64,Small,1,2977,1.80144e+16,13.2029,3.93208e-09
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_0_KS_PBS_GAUSSIAN_2M128,931,1,4096,0,6.66635e-07,0,0,2.1684e-19,0,23,1,3,6,32,1,1,-128.234,64,Big,1,1451,1.44115e+17,13.1209,6.48882e-08
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.327,64,Big,1,1455,7.20576e+16,13.1258,1.02573e-08
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_1_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.327,64,Big,1,1455,7.20576e+16,13.1258,1.02573e-08
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.027,64,Big,1,1458,3.60288e+16,13.11,1.66696e-09
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_2_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.027,64,Big,1,1458,3.60288e+16,13.11,1.66696e-09
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.1,64,Big,1,2962,1.80144e+16,13.1663,4.14925e-09
SHORTINT_V1_1_PARAM_MESSAGE_5_CARRY_3_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.1,64,Big,1,2962,1.80144e+16,13.1663,4.14925e-09
SHORTINT_V1_1_PARAM_MESSAGE_6_CARRY_0_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,64,1,1,-128.329,64,Big,1,1455,7.20576e+16,13.1259,1.02563e-08
SHORTINT_V1_1_PARAM_MESSAGE_6_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.11,64,Big,1,1458,3.60288e+16,13.1144,1.65219e-09
SHORTINT_V1_1_PARAM_MESSAGE_6_CARRY_1_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.11,64,Big,1,1458,3.60288e+16,13.1144,1.65219e-09
SHORTINT_V1_1_PARAM_MESSAGE_6_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.382,64,Big,1,2961,1.80144e+16,13.1811,4.1515e-09
SHORTINT_V1_1_PARAM_MESSAGE_6_CARRY_2_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.382,64,Big,1,2961,1.80144e+16,13.1811,4.1515e-09
SHORTINT_V1_1_PARAM_MESSAGE_7_CARRY_0_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,128,1,1,-128.131,64,Big,1,1458,3.60288e+16,13.1155,1.6485e-09
SHORTINT_V1_1_PARAM_MESSAGE_7_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,15,2,3,7,128,2,2,-130.318,64,Big,1,2959,1.80144e+16,13.2299,4.11345e-09
SHORTINT_V1_1_PARAM_MESSAGE_7_CARRY_1_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,15,2,3,7,128,2,2,-130.318,64,Big,1,2959,1.80144e+16,13.2299,4.11345e-09
SHORTINT_V1_1_PARAM_MESSAGE_8_CARRY_0_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,15,2,3,7,256,1,1,-129.114,64,Big,1,2961,1.80144e+16,13.167,4.16685e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_0_KS_PBS_GAUSSIAN_2M128,747,6,256,0,1.59446e-05,0,0,1.95244e-11,0,17,1,4,3,2,1,1,-128.384,64,Big,1,1436,2.30584e+18,13.1288,3.11256e-05
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,838,4,512,0,3.31699e-06,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.979,64,Big,1,1444,1.15292e+18,13.16,5.866e-06
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_1_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,1024,4,512,0,1.33978e-07,0,0,2.84527e-15,0,23,1,6,3,2,2,3,-139.952,64,Small,1,1449,1.15292e+18,13.7228,3.58478e-07
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_1_KS_PBS_GAUSSIAN_2M128,838,4,512,0,3.31699e-06,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.979,64,Big,1,1444,1.15292e+18,13.16,5.866e-06
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_1_PBS_KS_GAUSSIAN_2M128,914,4,512,0,8.93861e-07,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.181,64,Small,1,1450,1.15292e+18,13.1181,4.50017e-06
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,885,2,1024,0,1.47424e-06,0,0,2.84527e-15,0,23,1,5,3,2,4,7,-128.316,64,Big,1,1447,5.76461e+17,13.1253,1.26294e-06
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_2_KS_PBS_GAUSSIAN_2M128,885,2,1024,0,1.47424e-06,0,0,2.84527e-15,0,23,1,5,3,2,4,7,-128.316,64,Big,1,1447,5.76461e+17,13.1253,1.26294e-06
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,906,1,2048,0,1.02616e-06,0,0,2.84527e-15,0,23,1,3,6,2,8,15,-128.07,64,Big,1,1449,2.8823e+17,13.1123,2.92454e-07
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_3_KS_PBS_GAUSSIAN_2M128,906,1,2048,0,1.02616e-06,0,0,2.84527e-15,0,23,1,3,6,2,8,15,-128.07,64,Big,1,1449,2.8823e+17,13.1123,2.92454e-07
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,2,16,31,-128.387,64,Big,1,1450,1.44115e+17,13.129,6.47634e-08
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_4_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,2,16,31,-128.387,64,Big,1,1450,1.44115e+17,13.129,6.47634e-08
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1012,1,8192,0,1.64797e-07,0,0,2.1684e-19,0,15,2,3,7,2,32,63,-128.161,64,Big,1,1456,7.20576e+16,13.1171,9.98708e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_5_KS_PBS_GAUSSIAN_2M128,1012,1,8192,0,1.64797e-07,0,0,2.1684e-19,0,15,2,3,7,2,32,63,-128.161,64,Big,1,1456,7.20576e+16,13.1171,9.98708e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_6_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1061,1,16384,0,7.07601e-08,0,0,2.1684e-19,0,11,3,2,11,2,64,127,-128.086,64,Big,1,1458,3.60288e+16,13.1132,1.55935e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_6_KS_PBS_GAUSSIAN_2M128,1061,1,16384,0,7.07601e-08,0,0,2.1684e-19,0,11,3,2,11,2,64,127,-128.086,64,Big,1,1458,3.60288e+16,13.1132,1.55935e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_7_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1104,1,65536,0,3.36966e-08,0,0,2.1684e-19,0,9,4,3,7,2,128,255,-128.732,64,Big,1,2962,1.80144e+16,13.147,4.17632e-09
SHORTINT_V1_2_PARAM_MESSAGE_1_CARRY_7_KS_PBS_GAUSSIAN_2M128,1104,1,65536,0,3.36966e-08,0,0,2.1684e-19,0,9,4,3,7,2,128,255,-128.732,64,Big,1,2962,1.80144e+16,13.147,4.17632e-09
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_0_KS_PBS_GAUSSIAN_2M128,846,3,512,0,2.88934e-06,0,0,1.95244e-11,0,17,1,5,3,4,1,1,-128.066,64,Big,1,1445,1.15292e+18,13.1121,5.87213e-06
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,4,2,2,-128.388,64,Big,1,1447,5.76461e+17,13.129,1.26467e-06
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_1_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,4,2,2,-128.388,64,Big,1,1447,5.76461e+17,13.129,1.26467e-06
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,866,1,2048,0,2.04615e-06,0,0,2.84527e-15,0,23,1,3,5,4,4,5,-128.377,64,Big,1,1446,2.8823e+17,13.1284,3.3864e-07
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_2_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,1024,1,2048,0,1.33978e-07,0,0,2.84527e-15,0,23,1,4,5,4,4,5,-129.632,64,Small,1,1455,2.8823e+17,13.1941,1.28371e-07
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_2_KS_PBS_GAUSSIAN_2M128,866,1,2048,0,2.04615e-06,0,0,2.84527e-15,0,23,1,3,5,4,4,5,-128.377,64,Big,1,1446,2.8823e+17,13.1284,3.3864e-07
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_2_PBS_KS_GAUSSIAN_2M128,979,1,2048,0,2.91219e-07,0,0,2.84527e-15,0,23,1,3,6,4,4,5,-128.163,64,Small,1,1454,2.8823e+17,13.1172,2.00757e-07
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,4,8,10,-128.419,64,Big,1,1450,1.44115e+17,13.1307,6.4672e-08
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_3_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,4,8,10,-128.419,64,Big,1,1450,1.44115e+17,13.1307,6.4672e-08
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,4,16,21,-128.12,64,Big,1,1455,7.20576e+16,13.1149,1.04046e-08
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_4_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,4,16,21,-128.12,64,Big,1,1455,7.20576e+16,13.1149,1.04046e-08
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.035,64,Big,1,1458,3.60288e+16,13.1105,1.66544e-09
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_5_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.035,64,Big,1,1458,3.60288e+16,13.1105,1.66544e-09
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_6_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.081,64,Big,1,2962,1.80144e+16,13.1654,4.15612e-09
SHORTINT_V1_2_PARAM_MESSAGE_2_CARRY_6_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.081,64,Big,1,2962,1.80144e+16,13.1654,4.15612e-09
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_0_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,8,1,1,-128.444,64,Big,1,1447,5.76461e+17,13.132,1.26212e-06
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.17,64,Big,1,1446,2.8823e+17,13.1176,3.44714e-07
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_1_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.17,64,Big,1,1446,2.8823e+17,13.1176,3.44714e-07
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,929,1,4096,0,6.9004e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.024,64,Big,1,1451,1.44115e+17,13.1099,6.61044e-08
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_2_KS_PBS_GAUSSIAN_2M128,929,1,4096,0,6.9004e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.024,64,Big,1,1451,1.44115e+17,13.1099,6.61044e-08
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.291,64,Big,1,1455,7.20576e+16,13.1239,1.02833e-08
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,16384,0,2.84527e-15,0,0,2.1684e-19,0,15,2,24,1,8,8,9,-276.943,64,Small,1,2921,7.20576e+16,19.4302,6.41761e-10
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_3_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.291,64,Big,1,1455,7.20576e+16,13.1239,1.02833e-08
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_3_PBS_KS_GAUSSIAN_2M128,1106,1,16384,0,3.25537e-08,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.674,64,Small,1,2962,7.20576e+16,13.144,6.68231e-08
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1073,1,16384,0,5.75269e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.019,64,Big,1,1459,3.60288e+16,13.1096,1.33855e-09
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_4_KS_PBS_GAUSSIAN_2M128,1073,1,16384,0,5.75269e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.019,64,Big,1,1459,3.60288e+16,13.1096,1.33855e-09
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.101,64,Big,1,2962,1.80144e+16,13.1139,4.21028e-09
SHORTINT_V1_2_PARAM_MESSAGE_3_CARRY_5_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.101,64,Big,1,2962,1.80144e+16,13.1139,4.21028e-09
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_0_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,16,1,1,-128.417,64,Big,1,1446,2.8823e+17,13.1305,3.4192e-07
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.042,64,Big,1,1451,1.44115e+17,13.1108,6.41911e-08
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_1_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.042,64,Big,1,1451,1.44115e+17,13.1108,6.41911e-08
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.322,64,Big,1,1455,7.20576e+16,13.1255,1.02614e-08
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_2_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.322,64,Big,1,1455,7.20576e+16,13.1255,1.02614e-08
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1058,1,16384,0,7.45191e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.079,64,Big,1,1458,3.60288e+16,13.1128,1.61891e-09
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_3_KS_PBS_GAUSSIAN_2M128,1058,1,16384,0,7.45191e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.079,64,Big,1,1458,3.60288e+16,13.1128,1.61891e-09
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.676,64,Big,1,2961,1.80144e+16,13.1441,4.18604e-09
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,65536,0,2.84527e-15,0,0,2.1684e-19,0,11,3,16,2,16,16,17,-273.01,64,Small,1,2923,1.80144e+16,19.2898,7.70214e-11
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_4_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.676,64,Big,1,2961,1.80144e+16,13.1441,4.18604e-09
SHORTINT_V1_2_PARAM_MESSAGE_4_CARRY_4_PBS_KS_GAUSSIAN_2M128,1267,1,65536,0,2.02402e-09,0,0,2.1684e-19,0,11,3,3,9,16,16,17,-129.799,64,Small,1,2977,1.80144e+16,13.2029,3.93208e-09
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_0_KS_PBS_GAUSSIAN_2M128,931,1,4096,0,6.66635e-07,0,0,2.1684e-19,0,23,1,3,6,32,1,1,-128.234,64,Big,1,1451,1.44115e+17,13.1209,6.48882e-08
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.327,64,Big,1,1455,7.20576e+16,13.1258,1.02573e-08
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_1_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.327,64,Big,1,1455,7.20576e+16,13.1258,1.02573e-08
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.027,64,Big,1,1458,3.60288e+16,13.11,1.66696e-09
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_2_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.027,64,Big,1,1458,3.60288e+16,13.11,1.66696e-09
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.1,64,Big,1,2962,1.80144e+16,13.1663,4.14925e-09
SHORTINT_V1_2_PARAM_MESSAGE_5_CARRY_3_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.1,64,Big,1,2962,1.80144e+16,13.1663,4.14925e-09
SHORTINT_V1_2_PARAM_MESSAGE_6_CARRY_0_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,64,1,1,-128.329,64,Big,1,1455,7.20576e+16,13.1259,1.02563e-08
SHORTINT_V1_2_PARAM_MESSAGE_6_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.11,64,Big,1,1458,3.60288e+16,13.1144,1.65219e-09
SHORTINT_V1_2_PARAM_MESSAGE_6_CARRY_1_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.11,64,Big,1,1458,3.60288e+16,13.1144,1.65219e-09
SHORTINT_V1_2_PARAM_MESSAGE_6_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.382,64,Big,1,2961,1.80144e+16,13.1811,4.1515e-09
SHORTINT_V1_2_PARAM_MESSAGE_6_CARRY_2_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.382,64,Big,1,2961,1.80144e+16,13.1811,4.1515e-09
SHORTINT_V1_2_PARAM_MESSAGE_7_CARRY_0_KS_PBS_GAUSSIAN_2M128,1056,1,16384,0,7.71354e-08,0,0,2.1684e-19,0,15,2,2,11,128,1,1,-128.131,64,Big,1,1458,3.60288e+16,13.1155,1.6485e-09
SHORTINT_V1_2_PARAM_MESSAGE_7_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,15,2,3,7,128,2,2,-130.318,64,Big,1,2959,1.80144e+16,13.2299,4.11345e-09
